ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
3508,India,21,Odisha,357,Jharsuguda,2018,"Agriculture Year (Jul - Jun), 2018",169986,27000,35000,5000,9000,1000,18000,15000,18000,41986,42354,368
3509,India,21,Odisha,357,Jharsuguda,2019,"Agriculture Year (Jul - Jun), 2019",169495,31000,26000,3000,11000,1000,10000,19000,16000,52495,53939,1444
3510,India,21,Odisha,357,Jharsuguda,2020,"Agriculture Year (Jul - Jun), 2020",169377,24000,29000,4000,11000,1000,16000,19000,18000,47377,49254,1877
3511,India,21,Odisha,358,Kalahandi,2011,"Agriculture Year (Jul - Jun), 2011",718188,253801,50000,17000,24000,2000,28000,20000,75000,248387,274309,25922
3512,India,21,Odisha,358,Kalahandi,2012,"Agriculture Year (Jul - Jun), 2012",755003,253801,50000,49000,27000,2000,29000,24000,60000,260202,332629,72427
3513,India,21,Odisha,358,Kalahandi,2013,"Agriculture Year (Jul - Jun), 2013",724118,253801,52000,18000,28000,2000,32000,27000,57000,254317,315097,60780
3514,India,21,Odisha,358,Kalahandi,2014,"Agriculture Year (Jul - Jun), 2014",732801,253801,46000,35000,25000,2000,26000,30000,71000,244000,306029,62029
3515,India,21,Odisha,358,Kalahandi,2015,"Agriculture Year (Jul - Jun), 2015",581133,113000,50000,22000,27000,2000,37000,37000,81000,212133,246439,34306
3516,India,21,Odisha,358,Kalahandi,2016,"Agriculture Year (Jul - Jun), 2016",579775,121000,59000,19000,30000,7000,30000,38000,64000,211775,282090,70315
3517,India,21,Odisha,358,Kalahandi,2017,"Agriculture Year (Jul - Jun), 2017",582002,100000,69000,16000,29000,5000,31000,44000,87000,201002,240679,39677
3518,India,21,Odisha,358,Kalahandi,2018,"Agriculture Year (Jul - Jun), 2018",580774,101000,73000,13000,28000,3000,18000,47000,86000,211774,257386,45612
3519,India,21,Odisha,358,Kalahandi,2019,"Agriculture Year (Jul - Jun), 2019",581018,99000,66000,31000,31000,2000,23000,43000,64000,222018,272261,50243
3520,India,21,Odisha,358,Kalahandi,2020,"Agriculture Year (Jul - Jun), 2020",582086,69000,68000,67000,31000,4000,19000,32000,46000,246086,325084,78998
3521,India,21,Odisha,359,Kandhamal,2011,"Agriculture Year (Jul - Jun), 2011",842824,570983,16000,109000,14000,1000,13000,26000,44000,48841,51196,2355
3522,India,21,Odisha,359,Kandhamal,2012,"Agriculture Year (Jul - Jun), 2012",857158,570983,18000,120000,16000,1000,13000,30000,34000,54175,56424,2249
3523,India,21,Odisha,359,Kandhamal,2013,"Agriculture Year (Jul - Jun), 2013",839504,570983,14000,118000,13000,0,13000,25000,28000,57521,59151,1630
3524,India,21,Odisha,359,Kandhamal,2014,"Agriculture Year (Jul - Jun), 2014",840983,570983,21000,103000,13000,1000,19000,28000,28000,57000,58956,1956
3525,India,21,Odisha,359,Kandhamal,2015,"Agriculture Year (Jul - Jun), 2015",437716,171000,20000,103000,15000,1000,14000,31000,46000,36716,37691,975
3526,India,21,Odisha,359,Kandhamal,2016,"Agriculture Year (Jul - Jun), 2016",437605,160000,17000,114000,14000,1000,20000,27000,37000,47605,49047,1442
3527,India,21,Odisha,359,Kandhamal,2017,"Agriculture Year (Jul - Jun), 2017",438113,182000,17000,98000,11000,1000,20000,29000,46000,34113,36947,2834
3528,India,21,Odisha,359,Kandhamal,2018,"Agriculture Year (Jul - Jun), 2018",437243,163000,19000,110000,13000,1000,21000,29000,38000,43243,45022,1779
3529,India,21,Odisha,359,Kandhamal,2019,"Agriculture Year (Jul - Jun), 2019",437722,158000,17000,118000,14000,1000,17000,29000,39000,44722,45839,1117
3530,India,21,Odisha,359,Kandhamal,2020,"Agriculture Year (Jul - Jun), 2020",437372,165000,17000,106000,17000,1000,17000,26000,36000,52372,53208,836
3531,India,21,Odisha,360,Kendrapara,2011,"Agriculture Year (Jul - Jun), 2011",244050,24805,45000,1000,10000,2000,2000,7000,12000,140245,175847,35602
3532,India,21,Odisha,360,Kendrapara,2012,"Agriculture Year (Jul - Jun), 2012",253206,24805,42000,1000,10000,2000,3000,9000,16000,145401,181743,36342
3533,India,21,Odisha,360,Kendrapara,2013,"Agriculture Year (Jul - Jun), 2013",246455,24805,47000,0,11000,2000,3000,10000,11000,137650,166882,29232
3534,India,21,Odisha,360,Kendrapara,2014,"Agriculture Year (Jul - Jun), 2014",248805,24805,51000,0,11000,2000,4000,11000,15000,130000,158301,28301
3535,India,21,Odisha,360,Kendrapara,2015,"Agriculture Year (Jul - Jun), 2015",229858,4000,55000,1000,12000,2000,3000,10000,17000,125858,151471,25613
3536,India,21,Odisha,360,Kendrapara,2016,"Agriculture Year (Jul - Jun), 2016",228920,11000,45000,0,11000,2000,4000,8000,18000,129920,143959,14039
3537,India,21,Odisha,360,Kendrapara,2017,"Agriculture Year (Jul - Jun), 2017",228633,4000,45000,0,12000,2000,5000,11000,23000,126633,147031,20398
3538,India,21,Odisha,360,Kendrapara,2018,"Agriculture Year (Jul - Jun), 2018",229428,8000,48000,1000,10000,2000,3000,12000,17000,128428,149931,21503
3539,India,21,Odisha,360,Kendrapara,2019,"Agriculture Year (Jul - Jun), 2019",228690,5000,44000,1000,10000,1000,2000,13000,23000,129690,156294,26604
3540,India,21,Odisha,360,Kendrapara,2020,"Agriculture Year (Jul - Jun), 2020",228229,4000,42000,1000,10000,2000,2000,9000,22000,136229,172579,36350
3541,India,21,Odisha,361,Kendujhar,2011,"Agriculture Year (Jul - Jun), 2011",791957,309718,51000,68000,25000,5000,29000,47000,76000,181239,184607,3368
3542,India,21,Odisha,361,Kendujhar,2012,"Agriculture Year (Jul - Jun), 2012",829924,309718,52000,89000,27000,5000,31000,53000,87000,176206,182429,6223
3543,India,21,Odisha,361,Kendujhar,2013,"Agriculture Year (Jul - Jun), 2013",822315,309718,56000,97000,30000,4000,37000,49000,59000,180597,184763,4166
3544,India,21,Odisha,361,Kendujhar,2014,"Agriculture Year (Jul - Jun), 2014",833718,309718,70000,94000,27000,6000,33000,49000,64000,181000,187322,6322
3545,India,21,Odisha,361,Kendujhar,2015,"Agriculture Year (Jul - Jun), 2015",647557,146000,57000,97000,22000,6000,28000,44000,62000,185557,192620,7063
3546,India,21,Odisha,361,Kendujhar,2016,"Agriculture Year (Jul - Jun), 2016",648447,144000,61000,82000,23000,7000,38000,48000,78000,167447,206093,38646
3547,India,21,Odisha,361,Kendujhar,2017,"Agriculture Year (Jul - Jun), 2017",646840,132000,57000,79000,19000,6000,34000,64000,61000,194840,201905,7065
3548,India,21,Odisha,361,Kendujhar,2018,"Agriculture Year (Jul - Jun), 2018",648684,144000,67000,92000,24000,6000,35000,55000,64000,161684,165448,3764
3549,India,21,Odisha,361,Kendujhar,2019,"Agriculture Year (Jul - Jun), 2019",648365,132000,64000,76000,24000,6000,43000,55000,68000,180365,183274,2909
3550,India,21,Odisha,361,Kendujhar,2020,"Agriculture Year (Jul - Jun), 2020",646180,129000,60000,103000,23000,5000,43000,46000,65000,172180,176811,4631
3551,India,21,Odisha,362,Khordha,2011,"Agriculture Year (Jul - Jun), 2011",296819,61867,50000,22000,11000,16000,16000,16000,6000,97952,109358,11406
3552,India,21,Odisha,362,Khordha,2012,"Agriculture Year (Jul - Jun), 2012",298878,61867,42000,26000,15000,19000,18000,19000,7000,91011,108233,17222
3553,India,21,Odisha,362,Khordha,2013,"Agriculture Year (Jul - Jun), 2013",301419,61867,51000,18000,12000,18000,17000,17000,7000,99552,116397,16845
3554,India,21,Odisha,362,Khordha,2014,"Agriculture Year (Jul - Jun), 2014",304867,61867,47000,17000,14000,21000,18000,16000,6000,104000,126060,22060
3555,India,21,Odisha,362,Khordha,2015,"Agriculture Year (Jul - Jun), 2015",272104,33000,49000,17000,12000,19000,15000,17000,10000,100104,121084,20980
3556,India,21,Odisha,362,Khordha,2016,"Agriculture Year (Jul - Jun), 2016",272619,29000,48000,18000,14000,19000,20000,16000,11000,97619,117804,20185
3557,India,21,Odisha,362,Khordha,2017,"Agriculture Year (Jul - Jun), 2017",273277,36000,49000,21000,13000,20000,23000,17000,10000,84277,94081,9804
3558,India,21,Odisha,362,Khordha,2018,"Agriculture Year (Jul - Jun), 2018",271652,27000,54000,18000,15000,19000,19000,19000,13000,87652,98322,10670
3559,India,21,Odisha,362,Khordha,2019,"Agriculture Year (Jul - Jun), 2019",272368,31000,55000,16000,15000,15000,20000,20000,12000,88368,99932,11564
3560,India,21,Odisha,362,Khordha,2020,"Agriculture Year (Jul - Jun), 2020",273211,39000,50000,22000,12000,18000,19000,17000,9000,87211,99037,11826
3561,India,21,Odisha,363,Koraput,2011,"Agriculture Year (Jul - Jun), 2011",715203,187953,44000,142000,19000,28000,19000,26000,67000,182250,198784,16534
3562,India,21,Odisha,363,Koraput,2012,"Agriculture Year (Jul - Jun), 2012",710349,187953,47000,142000,19000,30000,17000,22000,55000,190396,212582,22186
3563,India,21,Odisha,363,Koraput,2013,"Agriculture Year (Jul - Jun), 2013",711548,187953,40000,136000,18000,41000,17000,20000,50000,201595,226896,25301
3564,India,21,Odisha,363,Koraput,2014,"Agriculture Year (Jul - Jun), 2014",713953,187953,47000,144000,20000,33000,16000,24000,50000,192000,224358,32358
3565,India,21,Odisha,363,Koraput,2015,"Agriculture Year (Jul - Jun), 2015",606546,91000,69000,121000,21000,38000,23000,25000,48000,170546,199492,28946
3566,India,21,Odisha,363,Koraput,2016,"Agriculture Year (Jul - Jun), 2016",608171,87000,45000,139000,19000,52000,18000,26000,52000,170171,201153,30982
3567,India,21,Odisha,363,Koraput,2017,"Agriculture Year (Jul - Jun), 2017",607090,92000,52000,104000,23000,55000,15000,23000,60000,183090,211008,27918
3568,India,21,Odisha,363,Koraput,2018,"Agriculture Year (Jul - Jun), 2018",606911,74000,47000,137000,23000,42000,19000,28000,65000,171911,203081,31170
3569,India,21,Odisha,363,Koraput,2019,"Agriculture Year (Jul - Jun), 2019",607869,83000,60000,110000,21000,42000,31000,29000,68000,163869,194954,31085
3570,India,21,Odisha,363,Koraput,2020,"Agriculture Year (Jul - Jun), 2020",607772,85000,41000,149000,22000,31000,23000,30000,51000,175772,204362,28590
3571,India,21,Odisha,364,Malkangiri,2011,"Agriculture Year (Jul - Jun), 2011",588814,335588,24000,45000,22000,0,6000,17000,27000,112226,114482,2256
3572,India,21,Odisha,364,Malkangiri,2012,"Agriculture Year (Jul - Jun), 2012",594392,335588,25000,48000,21000,1000,5000,17000,30000,111804,116862,5058
3573,India,21,Odisha,364,Malkangiri,2013,"Agriculture Year (Jul - Jun), 2013",611741,335588,29000,54000,23000,1000,4000,17000,28000,120153,124214,4061
3574,India,21,Odisha,364,Malkangiri,2014,"Agriculture Year (Jul - Jun), 2014",603588,335588,25000,51000,23000,1000,5000,15000,23000,125000,127502,2502
3575,India,21,Odisha,364,Malkangiri,2015,"Agriculture Year (Jul - Jun), 2015",423518,154000,28000,51000,22000,1000,6000,15000,31000,115518,119358,3840
3576,India,21,Odisha,364,Malkangiri,2016,"Agriculture Year (Jul - Jun), 2016",424270,158000,27000,51000,22000,1000,4000,13000,35000,113270,114197,927
3577,India,21,Odisha,364,Malkangiri,2017,"Agriculture Year (Jul - Jun), 2017",423957,160000,26000,44000,24000,1000,5000,16000,33000,114957,117231,2274
3578,India,21,Odisha,364,Malkangiri,2018,"Agriculture Year (Jul - Jun), 2018",423960,168000,28000,41000,21000,1000,4000,14000,32000,114960,115915,955
3579,India,21,Odisha,364,Malkangiri,2019,"Agriculture Year (Jul - Jun), 2019",423586,168000,25000,49000,21000,1000,3000,11000,25000,120586,125716,5130
3580,India,21,Odisha,364,Malkangiri,2020,"Agriculture Year (Jul - Jun), 2020",424116,144000,35000,53000,23000,1000,6000,17000,19000,126116,129716,3600
3581,India,21,Odisha,365,Mayurbhanj,2011,"Agriculture Year (Jul - Jun), 2011",1054626,439213,61000,13000,37000,22000,62000,62000,56000,302413,314322,11909
3582,India,21,Odisha,365,Mayurbhanj,2012,"Agriculture Year (Jul - Jun), 2012",1063774,439213,69000,12000,43000,20000,60000,69000,60000,291561,301862,10301
3583,India,21,Odisha,365,Mayurbhanj,2013,"Agriculture Year (Jul - Jun), 2013",1059133,439213,68000,17000,37000,24000,49000,59000,57000,308920,318783,9863
3584,India,21,Odisha,365,Mayurbhanj,2014,"Agriculture Year (Jul - Jun), 2014",1066213,439213,72000,18000,35000,26000,50000,50000,58000,318000,326066,8066
3585,India,21,Odisha,365,Mayurbhanj,2015,"Agriculture Year (Jul - Jun), 2015",699258,70000,78000,14000,37000,19000,55000,52000,54000,320258,327583,7325
3586,India,21,Odisha,365,Mayurbhanj,2016,"Agriculture Year (Jul - Jun), 2016",699131,81000,88000,15000,32000,32000,45000,49000,62000,295131,320498,25367
3587,India,21,Odisha,365,Mayurbhanj,2017,"Agriculture Year (Jul - Jun), 2017",698889,71000,83000,12000,33000,24000,43000,48000,60000,324889,334233,9344
3588,India,21,Odisha,365,Mayurbhanj,2018,"Agriculture Year (Jul - Jun), 2018",699484,73000,84000,11000,33000,23000,50000,47000,51000,327484,343012,15528
3589,India,21,Odisha,365,Mayurbhanj,2019,"Agriculture Year (Jul - Jun), 2019",699331,76000,81000,14000,35000,28000,48000,49000,51000,317331,328721,11390
3590,India,21,Odisha,365,Mayurbhanj,2020,"Agriculture Year (Jul - Jun), 2020",700427,70000,66000,11000,33000,25000,62000,58000,50000,325427,334059,8632
3591,India,21,Odisha,366,Nabarangpur,2011,"Agriculture Year (Jul - Jun), 2011",566458,246273,26000,6000,12000,12000,9000,11000,29000,215185,218416,3231
3592,India,21,Odisha,366,Nabarangpur,2012,"Agriculture Year (Jul - Jun), 2012",553318,246273,26000,13000,12000,8000,10000,9000,20000,209045,213946,4901
3593,India,21,Odisha,366,Nabarangpur,2013,"Agriculture Year (Jul - Jun), 2013",562395,246273,27000,11000,14000,12000,14000,9000,21000,208122,214588,6466
3594,India,21,Odisha,366,Nabarangpur,2014,"Agriculture Year (Jul - Jun), 2014",569273,246273,28000,16000,14000,13000,12000,10000,23000,207000,210896,3896
3595,India,21,Odisha,366,Nabarangpur,2015,"Agriculture Year (Jul - Jun), 2015",401905,101000,35000,9000,17000,15000,11000,13000,25000,175905,178078,2173
3596,India,21,Odisha,366,Nabarangpur,2016,"Agriculture Year (Jul - Jun), 2016",401703,74000,40000,9000,13000,12000,9000,10000,21000,213703,216933,3230
3597,India,21,Odisha,366,Nabarangpur,2017,"Agriculture Year (Jul - Jun), 2017",401826,91000,31000,13000,18000,27000,17000,21000,32000,151826,154822,2996
3598,India,21,Odisha,366,Nabarangpur,2018,"Agriculture Year (Jul - Jun), 2018",402156,122000,31000,13000,16000,13000,4000,12000,21000,170156,173930,3774
3599,India,21,Odisha,366,Nabarangpur,2019,"Agriculture Year (Jul - Jun), 2019",402422,105000,49000,14000,17000,18000,3000,10000,20000,166422,170899,4477
3600,India,21,Odisha,366,Nabarangpur,2020,"Agriculture Year (Jul - Jun), 2020",403286,89000,30000,17000,20000,21000,5000,14000,17000,190286,193469,3183
3601,India,21,Odisha,367,Nayagarh,2011,"Agriculture Year (Jul - Jun), 2011",412358,208097,33000,14000,12000,7000,13000,16000,17000,92261,104368,12107
3602,India,21,Odisha,367,Nayagarh,2012,"Agriculture Year (Jul - Jun), 2012",417318,208097,30000,14000,13000,7000,10000,18000,16000,101221,136825,35604
3603,India,21,Odisha,367,Nayagarh,2013,"Agriculture Year (Jul - Jun), 2013",423025,208097,30000,18000,13000,8000,10000,15000,15000,105928,147158,41230
3604,India,21,Odisha,367,Nayagarh,2014,"Agriculture Year (Jul - Jun), 2014",419097,208097,33000,24000,12000,8000,9000,14000,12000,99000,137515,38515
3605,India,21,Odisha,367,Nayagarh,2015,"Agriculture Year (Jul - Jun), 2015",248333,47000,31000,15000,14000,9000,9000,14000,15000,94333,117094,22761
3606,India,21,Odisha,367,Nayagarh,2016,"Agriculture Year (Jul - Jun), 2016",246117,47000,32000,12000,13000,7000,9000,17000,17000,92117,124994,32877
3607,India,21,Odisha,367,Nayagarh,2017,"Agriculture Year (Jul - Jun), 2017",248175,38000,34000,16000,14000,9000,10000,16000,16000,95175,125254,30079
3608,India,21,Odisha,367,Nayagarh,2018,"Agriculture Year (Jul - Jun), 2018",245247,42000,30000,17000,13000,7000,16000,14000,13000,93247,111708,18461
3609,India,21,Odisha,367,Nayagarh,2019,"Agriculture Year (Jul - Jun), 2019",246302,54000,35000,13000,11000,8000,12000,12000,13000,88302,103608,15306
3610,India,21,Odisha,367,Nayagarh,2020,"Agriculture Year (Jul - Jun), 2020",247265,39000,35000,17000,12000,8000,13000,13000,16000,94265,112923,18658
3611,India,21,Odisha,368,Nuapada,2011,"Agriculture Year (Jul - Jun), 2011",388272,184969,23000,6000,16000,0,7000,8000,24000,119303,132022,12719
3612,India,21,Odisha,368,Nuapada,2012,"Agriculture Year (Jul - Jun), 2012",393139,184969,26000,8000,18000,2000,7000,9000,21000,117170,131321,14151
3613,India,21,Odisha,368,Nuapada,2013,"Agriculture Year (Jul - Jun), 2013",385973,184969,25000,6000,17000,0,5000,9000,19000,120004,134676,14672
3614,India,21,Odisha,368,Nuapada,2014,"Agriculture Year (Jul - Jun), 2014",386969,184969,25000,8000,17000,1000,9000,10000,23000,109000,121168,12168
3615,India,21,Odisha,368,Nuapada,2015,"Agriculture Year (Jul - Jun), 2015",244832,43000,23000,9000,17000,0,8000,15000,34000,95832,107537,11705
3616,India,21,Odisha,368,Nuapada,2016,"Agriculture Year (Jul - Jun), 2016",244320,36000,23000,7000,14000,1000,6000,13000,32000,112320,122068,9748
3617,India,21,Odisha,368,Nuapada,2017,"Agriculture Year (Jul - Jun), 2017",244964,36000,30000,7000,15000,1000,6000,14000,29000,106964,114468,7504
3618,India,21,Odisha,368,Nuapada,2018,"Agriculture Year (Jul - Jun), 2018",245736,39000,23000,6000,15000,0,6000,15000,31000,110736,118633,7897
3619,India,21,Odisha,368,Nuapada,2019,"Agriculture Year (Jul - Jun), 2019",244832,44000,23000,8000,15000,1000,7000,12000,28000,106832,122559,15727
3620,India,21,Odisha,368,Nuapada,2020,"Agriculture Year (Jul - Jun), 2020",245498,40000,29000,9000,16000,1000,6000,9000,20000,115498,127866,12368
3621,India,21,Odisha,369,Puri,2011,"Agriculture Year (Jul - Jun), 2011",282168,13710,58000,7000,9000,22000,10000,13000,18000,131458,179335,47877
3622,India,21,Odisha,369,Puri,2012,"Agriculture Year (Jul - Jun), 2012",284585,13710,62000,5000,13000,15000,8000,14000,20000,133875,178669,44794
3623,India,21,Odisha,369,Puri,2013,"Agriculture Year (Jul - Jun), 2013",279777,13710,55000,9000,13000,19000,10000,13000,21000,126067,167163,41096
3624,India,21,Odisha,369,Puri,2014,"Agriculture Year (Jul - Jun), 2014",285710,13710,51000,8000,15000,19000,10000,17000,28000,124000,179262,55262
3625,India,21,Odisha,369,Puri,2015,"Agriculture Year (Jul - Jun), 2015",278909,9000,55000,3000,10000,17000,9000,24000,23000,128909,185100,56191
3626,India,21,Odisha,369,Puri,2016,"Agriculture Year (Jul - Jun), 2016",278053,11000,56000,9000,13000,22000,10000,18000,33000,106053,142229,36176
3627,India,21,Odisha,369,Puri,2017,"Agriculture Year (Jul - Jun), 2017",279150,12000,59000,5000,9000,23000,15000,23000,33000,100150,128360,28210
3628,India,21,Odisha,369,Puri,2018,"Agriculture Year (Jul - Jun), 2018",277725,8000,64000,6000,11000,16000,10000,18000,30000,114725,148785,34060
3629,India,21,Odisha,369,Puri,2019,"Agriculture Year (Jul - Jun), 2019",277647,7000,56000,13000,15000,19000,9000,13000,32000,113647,155627,41980
3630,India,21,Odisha,369,Puri,2020,"Agriculture Year (Jul - Jun), 2020",277035,6000,66000,2000,13000,14000,7000,13000,26000,130035,184127,54092
3631,India,21,Odisha,370,Rayagada,2011,"Agriculture Year (Jul - Jun), 2011",758576,281233,26000,231000,10000,9000,12000,17000,45000,127343,130895,3552
3632,India,21,Odisha,370,Rayagada,2012,"Agriculture Year (Jul - Jun), 2012",751431,281233,25000,230000,10000,9000,12000,20000,42000,122198,126395,4197
3633,India,21,Odisha,370,Rayagada,2013,"Agriculture Year (Jul - Jun), 2013",757970,281233,27000,210000,12000,10000,10000,18000,42000,147737,155243,7506
3634,India,21,Odisha,370,Rayagada,2014,"Agriculture Year (Jul - Jun), 2014",752233,281233,30000,204000,10000,9000,9000,23000,42000,144000,152833,8833
3635,India,21,Odisha,370,Rayagada,2015,"Agriculture Year (Jul - Jun), 2015",571610,96000,28000,220000,11000,11000,9000,23000,55000,118610,123510,4900
3636,India,21,Odisha,370,Rayagada,2016,"Agriculture Year (Jul - Jun), 2016",572211,109000,32000,199000,15000,15000,7000,22000,48000,125211,131475,6264
3637,India,21,Odisha,370,Rayagada,2017,"Agriculture Year (Jul - Jun), 2017",572187,101000,30000,187000,16000,15000,17000,27000,52000,127187,133462,6275
3638,India,21,Odisha,370,Rayagada,2018,"Agriculture Year (Jul - Jun), 2018",571492,114000,34000,219000,12000,13000,4000,22000,41000,112492,117818,5326
3639,India,21,Odisha,370,Rayagada,2019,"Agriculture Year (Jul - Jun), 2019",571705,147000,28000,160000,14000,22000,8000,18000,51000,123705,129205,5500
